titre,nbvotespresse,nbvotespublic,notepresse,notepublic
Twilight - Chapitre 4 : Révélation 1ère partie,18.0,13905.0,2.5,3.4
Martyrs,25.0,4261.0,2.6,3.0
Vol au-dessus d'un nid de coucou,5.0,26708.0,5.0,4.5
Bridget Jones Baby,31.0,4037.0,3.4,3.9
L'Effet Aquatique,28.0,1055.0,3.9,3.6
Saw 3D,4.0,3132.0,1.5,2.7
Alice de l'autre côté du miroir,28.0,4013.0,2.7,3.6
Sinister,18.0,5443.0,3.2,3.7
Au nom De Ma Fille,23.0,1201.0,3.3,4.0
Everest,24.0,6000.0,2.9,3.9
Moka,18.0,672.0,3.2,3.1
Les Proies,2.0,500.0,5.0,3.7
Aladdin,5.0,25543.0,4.4,4.3
Ben-Hur,19.0,1433.0,1.6,2.7
Le Labyrinthe du silence,20.0,2489.0,4.0,4.2
Les petits mouchoirs,26.0,24144.0,2.9,3.6
American Pastoral,27.0,304.0,2.8,3.1
Blood Father,15.0,1676.0,3.1,3.0
La Grande Vadrouille,5.0,31238.0,3.8,4.3
Le BGG  Le Bon Gros Géant,34.0,2029.0,3.0,3.1
Voyage of Time : Au fil de la vie,11.0,219.0,3.3,3.0
Bienvenue chez les Ch'tis,21.0,59490.0,3.6,3.1
Harry Potter et les reliques de la mort - partie 2,19.0,30245.0,3.8,4.3
À la recherche des femmes chefs,12.0,17.0,3.8,3.4
Going To Brazil,14.0,244.0,2.6,2.5
Le Sanctuaire,13.0,342.0,3.1,2.3
Devil,12.0,1320.0,1.7,2.4
No Country for Old Men - Non- ce pays n'est pas pour le vieil homme,27.0,22458.0,4.6,4.1
Sixième Sens,25.0,54862.0,4.0,4.3
Ant-Man,23.0,10359.0,3.3,3.9
Gods Of Egypt,8.0,2657.0,1.8,2.7
Kubo et l'armure magique,24.0,1744.0,4.2,4.2
Le Monde de Charlie,15.0,8931.0,3.3,4.3
Le Monde de Dory,29.0,5757.0,3.5,4.1
Life,25.0,712.0,3.2,3.3
Youth,28.0,2802.0,3.6,3.8
Incendies,18.0,4349.0,3.8,4.4
Mystic River,16.0,25716.0,4.7,4.2
Oppression,4.0,491.0,2.8,2.3
10 jours en or,14.0,695.0,2.4,2.6
Green Room,28.0,1092.0,3.7,3.1
La Couleur des sentiments,20.0,8570.0,2.5,4.4
Le Ciel Attendra,28.0,1151.0,3.6,3.9
Saint Amour,34.0,1591.0,3.4,2.8
12 Years a Slave,30.0,15676.0,4.2,4.3
Chocolat,28.0,4063.0,3.3,3.8
Dallas Buyers Club,29.0,10500.0,3.9,4.4
La Fille de Brest,35.0,1261.0,3.7,4.0
Magic Mike XXL,5.0,1312.0,3.0,2.7
Mr. Nobody,24.0,6081.0,2.8,3.9
Orange mécanique,5.0,30540.0,4.8,4.2
Conspiracy,6.0,830.0,3.2,3.3
Crimson Peak,28.0,3653.0,3.4,3.6
Following- le suiveur,4.0,1021.0,3.5,3.8
L'Idéal,28.0,1152.0,2.6,2.2
Le Chasseur et la reine des glaces,20.0,3655.0,3.1,3.3
Quatre frères,16.0,2206.0,3.0,3.3
Agents presque secrets,16.0,2181.0,2.3,3.4
Irréversible,23.0,7200.0,3.3,2.9
L'Histoire de l'Amour,18.0,355.0,2.4,3.8
Shame,28.0,6262.0,4.0,3.5
Ouija,8.0,1789.0,2.3,2.1
Demolition,32.0,2745.0,2.7,3.9
Au coeur de l'Océan,27.0,2938.0,3.1,3.7
Il était une fois en Amérique,8.0,12777.0,4.9,4.4
American Nightmare 3 : Elections,22.0,2596.0,2.6,3.3
Je vais bien- ne t'en fais pas,24.0,22310.0,3.8,4.0
Chouf,25.0,650.0,3.5,3.5
I Origins,11.0,1713.0,3.0,4.1
La Planète des singes,18.0,16811.0,3.2,2.8
Legend,26.0,3035.0,3.0,3.8
Apocalypto,27.0,8228.0,3.0,3.7
Comment cest loin,18.0,3466.0,3.4,4.1
La Haine,5.0,19269.0,4.6,4.1
Le Seigneur des anneaux : le retour du roi,18.0,85837.0,3.8,4.5
Night Call,25.0,9234.0,3.8,4.1
Savages,26.0,5738.0,3.0,3.5
L'Âge de Glace : les Lois de l'Univers,25.0,3301.0,3.0,2.9
E.T. l'extra-terrestre,12.0,42748.0,4.8,4.2
Hitman: Agent 47,7.0,2536.0,1.4,2.6
Jupiter : Le destin de l'Univers,26.0,7221.0,3.0,2.5
Les Nouvelles Aventures D'Aladin,14.0,6953.0,2.8,2.0
Spy,20.0,4514.0,3.0,3.6
Une Histoire d'amour,25.0,401.0,2.1,1.8
Amis publics,9.0,1456.0,2.7,3.4
Insidious,23.0,6726.0,3.2,3.5
Twin Peaks - Fire Walk With Me,5.0,2898.0,2.6,3.7
Bonheur académie,8.0,22.0,2.6,2.9
Compte tes blessures,17.0,262.0,2.9,3.8
L Aigle et lEnfant,13.0,183.0,2.9,3.9
Marseille,17.0,1141.0,2.6,2.2
Payback,15.0,4322.0,3.3,3.3
Cigognes et compagnie,19.0,978.0,3.3,3.8
Enemy,30.0,4455.0,3.5,2.9
La Face cachée de Margo,18.0,2352.0,2.7,3.2
Matrix,28.0,63683.0,3.4,4.3
Cigarettes et chocolat chaud,21.0,825.0,3.6,3.8
Don Jon,16.0,6342.0,2.8,2.7
Ken Park,12.0,2541.0,3.9,2.9
Pirates des Caraïbes : la Malédiction du Black Pearl,12.0,66854.0,3.5,4.2
Renaissances,21.0,3391.0,2.7,3.5
9 Songs,24.0,456.0,2.7,1.9
L'Effet papillon,17.0,41314.0,3.5,4.2
Les Oubliés,20.0,350.0,3.3,4.2
Café Society,29.0,4404.0,4.1,3.8
Creed - L'Héritage de Rocky Balboa,24.0,7837.0,3.6,4.3
Le Garçon et la Bête,22.0,1743.0,4.0,4.4
P.S. I Love You,11.0,6810.0,2.4,3.7
Tout- tout de suite,13.0,318.0,3.2,3.5
American Pie,13.0,20435.0,3.0,2.9
Brice 3,26.0,3537.0,2.6,1.7
Le Petit locataire,17.0,920.0,3.4,3.6
Un Homme d'exception,17.0,10817.0,2.8,3.9
Un moment d'égarement,19.0,3515.0,2.6,3.3
Joyeux bordel !,15.0,672.0,2.5,2.2
Scarface,8.0,32649.0,3.9,4.3
Adopte Un Veuf,12.0,3305.0,2.9,3.7
Black Swan,34.0,32333.0,4.1,4.1
Le Nouveau monde,29.0,6403.0,4.2,3.0
300 : La naissance d'un Empire,15.0,9821.0,2.5,3.3
De toutes mes forces,14.0,508.0,3.6,4.0
Fargo,5.0,11976.0,4.8,4.1
L'Immortel,21.0,4497.0,2.4,3.4
Elysium,20.0,14723.0,2.7,3.4
Slumdog Millionaire,26.0,38777.0,3.5,4.2
Stalingrad,24.0,17157.0,3.3,3.9
The Danish Girl,23.0,2938.0,2.7,4.1
The Lobster,32.0,3186.0,3.4,3.2
The Truman Show,5.0,50882.0,3.6,4.3
28 jours plus tard,16.0,18406.0,3.1,3.8
Jeux d'enfants,14.0,19537.0,2.9,3.7
Le Hobbit : un voyage inattendu,25.0,34450.0,3.2,4.2
Les Tuche 2 - Le rêve américain,13.0,4334.0,2.8,2.7
Millénium- le film,25.0,7789.0,3.4,3.9
Reservoir Dogs,6.0,33244.0,4.5,4.3
Seul au monde,22.0,27737.0,3.7,4.0
Midnight Express,5.0,13582.0,2.0,4.2
The Giver,19.0,4147.0,2.3,3.5
Vive les vacances,7.0,1544.0,2.3,3.0
Le Coeur en braille,11.0,292.0,2.5,3.5
Million Dollar Baby,25.0,53836.0,4.9,4.4
Brimstone,26.0,515.0,3.0,3.8
Cher John,2.0,2476.0,3.5,3.6
Looper,23.0,14532.0,3.9,3.8
The Impossible,19.0,6245.0,3.1,4.1
We Are Your Friends,4.0,1700.0,3.5,3.7
Wild,22.0,2530.0,3.0,3.8
Anastasia,5.0,8354.0,3.4,3.9
Ce que le jour doit à la nuit,13.0,1479.0,2.4,4.1
Comment j'ai rencontré mon père,12.0,215.0,3.3,3.2
L'Arnacoeur,23.0,24951.0,4.0,3.9
Ouvert la nuit,25.0,534.0,3.5,2.6
RRRrrrr !!!,20.0,15746.0,2.6,2.1
Rush,21.0,8151.0,4.0,4.4
Spider-Man 2,18.0,45117.0,4.6,3.8
Barry Lyndon,7.0,9814.0,5.0,4.3
Brooklyn,20.0,1754.0,3.4,4.0
Dalton Trumbo,33.0,1496.0,3.6,4.0
La Danseuse,30.0,966.0,3.4,3.8
Never Back Down,8.0,3206.0,2.1,3.6
Peter et Elliott le dragon,21.0,1599.0,3.3,3.8
Cars 2,16.0,4518.0,2.6,3.4
L'Exorciste,12.0,14566.0,3.3,3.9
Le Dernier chasseur de sorcières,7.0,2520.0,1.9,2.8
Les Affranchis,5.0,25073.0,5.0,4.4
Moonrise Kingdom,23.0,7656.0,3.7,4.0
Pirates des Caraïbes : la Fontaine de Jouvence,16.0,23651.0,2.5,3.3
Le Prénom,19.0,14303.0,3.2,4.0
Les 4 Fantastiques,14.0,5584.0,2.0,1.9
Ong-Bak,14.0,4580.0,3.4,2.7
Pearl Harbor,21.0,23884.0,2.7,3.6
Que justice soit faite,9.0,3497.0,1.9,3.9
La doublure,24.0,11952.0,2.4,2.8
The Machinist,24.0,8065.0,3.8,4.0
X-Men: Le Commencement,20.0,23377.0,3.6,4.1
XXY,15.0,465.0,3.4,3.0
La Faille,19.0,9407.0,2.7,3.6
Un prophète,24.0,12082.0,4.6,4.2
X-Men: Days of Future Past,20.0,21330.0,3.8,4.2
Free Dance,4.0,584.0,2.5,3.9
Knight of Cups,31.0,774.0,3.3,2.6
Un Amour sans fin,8.0,872.0,1.8,3.6
Hacker,34.0,2375.0,3.2,2.5
Alien- le huitième passager,11.0,28302.0,4.4,4.3
Arrête-moi si tu peux,23.0,45510.0,4.2,4.1
Et les mistrals gagnants,16.0,832.0,3.9,4.6
Gravity,29.0,29957.0,4.6,4.0
L'Amour dure trois ans,25.0,4895.0,3.1,2.9
One Piece: Gold,6.0,209.0,3.2,4.3
American Beauty,28.0,34755.0,3.9,4.2
Les Goonies,5.0,9966.0,3.6,3.9
Mange- prie- aime,12.0,2411.0,1.7,2.5
Primaire,25.0,654.0,3.3,3.8
LOL (Laughing Out Loud) ®,18.0,14151.0,3.2,3.0
Mon voisin Totoro,17.0,10792.0,4.4,4.2
Polisse,30.0,18710.0,3.7,4.1
Si je reste,9.0,2550.0,2.9,4.0
Toute première fois,13.0,3142.0,3.1,3.4
American Psycho,22.0,8769.0,2.9,3.6
Birdman,40.0,10146.0,4.0,3.9
Le Hobbit : la Bataille des Cinq Armées,30.0,17716.0,3.6,4.0
Les Cerveaux,12.0,646.0,2.3,2.4
Oblivion,18.0,17901.0,2.9,3.6
Sous Les Jupes Des Filles,19.0,3637.0,2.3,2.7
Le Monde de Nemo,17.0,43000.0,4.5,4.2
Love Actually,16.0,18980.0,3.0,3.8
Regression,23.0,1589.0,2.5,2.6
Benjamin Gates et le Trésor des Templiers,11.0,18640.0,2.8,3.2
Plan de table,11.0,1843.0,1.9,2.8
Q,12.0,407.0,1.6,2.2
Un Petit Boulot,26.0,1973.0,3.5,3.7
20 ans d'écart,14.0,8356.0,3.6,3.8
Hatchi,15.0,3202.0,2.2,4.3
Joy,26.0,3684.0,3.0,3.5
Le Parfum : histoire d'un meurtrier,27.0,11683.0,2.8,3.5
Les Délices de Tokyo,23.0,1314.0,3.9,4.2
Sur la route de Madison,5.0,10585.0,4.6,4.2
Big Fish,24.0,33757.0,4.3,4.2
Planétarium,29.0,535.0,3.1,2.2
Retour vers le futur,5.0,58024.0,3.6,4.4
Boule & Bill 2,6.0,211.0,2.2,2.1
Kill Bill: Volume 1,19.0,56692.0,3.9,4.2
Médecin De Campagne,29.0,2293.0,3.7,3.8
Source Code,27.0,13168.0,3.3,3.8
Free State Of Jones,24.0,1188.0,2.8,3.7
Le goût des merveilles,9.0,1830.0,3.6,4.0
Mamá,19.0,4341.0,3.1,3.6
La Chute du faucon noir,17.0,13976.0,2.9,3.8
Le Dernier maître de l'air,16.0,7340.0,1.9,2.4
Ma Première fois,4.0,3542.0,3.0,3.6
The Birth of a Nation,30.0,969.0,2.7,3.7
The Queen,27.0,3865.0,4.0,3.5
La Cabane dans les bois,19.0,5776.0,3.5,2.9
The Ghost Writer,24.0,10042.0,4.6,3.8
The Town,20.0,11045.0,3.5,3.9
Aquarius,35.0,680.0,4.3,3.9
David Lynch: The Art Life,19.0,137.0,3.4,3.5
Des hommes sans loi,23.0,7988.0,3.4,4.1
Eddie The Eagle,16.0,1821.0,3.3,4.2
Esther,12.0,8734.0,3.8,3.8
Fast and Furious 5,13.0,12656.0,3.3,4.0
La Cité de Dieu,21.0,13684.0,3.9,4.2
La Liste de mes envies,4.0,1281.0,2.0,2.5
Star Trek,24.0,16981.0,3.8,3.9
Godzilla,20.0,13153.0,3.5,2.9
Il était une fois dans l'Ouest,8.0,17931.0,4.4,4.4
Innocents - The Dreamers,19.0,1409.0,3.3,3.4
Les Noces rebelles,25.0,9130.0,3.8,3.7
Princesse Mononoké,25.0,23799.0,4.8,4.3
Remember Me,14.0,6432.0,2.4,3.9
Tunnel,26.0,852.0,3.3,3.8
127 heures,28.0,13017.0,3.2,3.9
Belle Maman,13.0,631.0,2.8,1.9
Ghost,5.0,17560.0,2.2,3.9
Le Labyrinthe de Pan,27.0,21887.0,3.9,3.9
Transformers 3 - La Face cachée de la Lune,22.0,15469.0,2.4,3.2
Carol,35.0,3018.0,4.0,4.0
Colombiana,12.0,4286.0,2.3,3.2
Des Plans sur la comète,11.0,56.0,2.3,3.2
La Route,31.0,10455.0,3.5,3.8
Les acteurs,18.0,374.0,3.3,2.6
Les enfants du marais,11.0,100645.0,3.5,2.5
Mission: Impossible - Rogue Nation,24.0,9551.0,3.7,4.0
2001 : l'odyssée de l'espace,8.0,15866.0,4.6,4.0
Ali- la chèvre & Ibrahim,13.0,46.0,3.0,3.5
Harry Potter et la chambre des secrets,25.0,44323.0,3.8,3.9
L'Experience interdite,5.0,2189.0,3.4,3.2
Les Nouveaux Héros,30.0,8681.0,3.8,4.3
Ma vie de chat,10.0,714.0,2.2,2.7
Quand on a 17 ans,25.0,1418.0,3.9,3.8
Seul dans Berlin,12.0,297.0,2.5,3.6
GoldenEye,5.0,14941.0,2.8,3.6
Kung Fu Panda 3,22.0,3452.0,3.4,4.0
Exodus: Gods And Kings,30.0,6281.0,3.2,2.9
Hunger Games - La Révolte : Partie 2,23.0,9369.0,3.0,3.4
Identity,8.0,7861.0,2.6,3.6
J'ai rencontré le Diable,19.0,3229.0,4.2,4.3
Le goût des autres,21.0,5250.0,4.2,3.5
Pirates des Caraïbes : le Secret du Coffre Maudit,22.0,57643.0,3.5,4.0
Salt,17.0,10615.0,2.7,3.0
Sexy movie,13.0,1832.0,1.4,1.4
Taken,11.0,25579.0,1.8,3.8
End of Watch,22.0,2995.0,3.7,3.9
La Crème de la Crème,25.0,2854.0,3.3,3.1
Là-haut,25.0,30117.0,4.6,4.3
Platoon,5.0,12513.0,4.6,4.2
Reviens-moi,22.0,5349.0,3.2,3.8
Twilight - Chapitre 2 : tentation,19.0,21826.0,2.6,2.5
Twilight - Chapitre 3 : hésitation,22.0,15428.0,2.6,2.9
Un homme idéal,24.0,3621.0,3.2,3.7
Angry Birds - Le Film,6.0,1376.0,3.3,3.3
Captain America : First Avenger,22.0,19141.0,3.3,3.4
Captain America- le soldat de l'hiver,22.0,16950.0,3.2,4.0
Eyes Wide Shut,29.0,11307.0,4.1,3.4
Le Bon- la brute et le truand,8.0,28574.0,4.1,4.4
Le Cercle - The Ring,15.0,10317.0,3.7,3.2
Merci Patron !,19.0,2614.0,4.1,4.4
Sept vies,11.0,14072.0,2.5,3.9
The Descent,23.0,9534.0,4.1,3.4
Zero Dark Thirty,31.0,7548.0,4.1,3.9
Criminal - Un espion dans la tête,12.0,1061.0,2.2,3.1
Le Voyage de Fanny,17.0,252.0,2.8,3.9
Monster Cars,7.0,263.0,1.7,2.7
Ninja Turtles 2,20.0,2192.0,2.0,3.0
Rara?,22.0,31.0,3.5,3.4
Real Steel,22.0,10352.0,2.8,3.9
Top Gun,4.0,165160.0,2.8,2.7
Fatima,24.0,1392.0,4.3,3.6
Le Majordome,20.0,11975.0,3.2,4.3
Rupture pour tous,11.0,215.0,2.6,3.0
Thor,21.0,22499.0,3.0,3.5
West Coast,8.0,92.0,2.1,2.9
(500) jours ensemble,18.0,8679.0,3.3,4.0
Divergente 2 : linsurrection,18.0,9322.0,3.1,3.6
Heat,5.0,25381.0,3.2,4.3
Inside,15.0,1175.0,3.0,3.8
Des nouvelles de la planète Mars,24.0,603.0,3.4,2.7
Diamant noir,23.0,565.0,3.9,3.5
Gangster Squad,20.0,9376.0,2.3,3.8
Neuilly sa mère !,17.0,8091.0,2.7,2.8
No Escape,13.0,2268.0,2.7,3.6
The Finest Hours,10.0,1090.0,2.7,3.5
Gone Baby Gone,22.0,7276.0,3.3,3.8
Harry Potter et l'Ordre du Phénix,18.0,47511.0,3.1,3.8
La Piel que Habito,27.0,5688.0,3.7,4.0
Pirates des Caraïbes : Jusqu'au Bout du Monde,16.0,47733.0,3.1,3.8
Star Trek Into Darkness,26.0,13258.0,3.7,4.0
Very Bad Trip,21.0,34331.0,3.7,4.0
Vive la France,11.0,3911.0,1.8,2.3
Hunger Games - L'embrasement,22.0,23851.0,3.5,4.1
John Carter,22.0,9290.0,3.1,3.3
La Nuit nous appartient,27.0,12949.0,4.4,4.0
Les Beaux Jours d'Aranjuez,17.0,40.0,2.5,2.0
Les Profs 2,7.0,4341.0,2.3,2.4
The Mist,15.0,6238.0,3.5,3.5
Blair Witch,17.0,972.0,1.9,2.0
Dragonball Evolution,3.0,6778.0,1.0,0.9
Hancock,18.0,33265.0,2.8,3.3
Le Discours d'un roi,27.0,21491.0,4.0,4.3
Numéro quatre,15.0,8410.0,1.9,3.3
À la recherche du bonheur,21.0,14876.0,3.0,4.0
Born To Be Blue,19.0,258.0,3.4,3.8
Dragons,20.0,14142.0,3.8,4.4
Lost River,28.0,2207.0,3.3,2.9
Nos pires voisins,21.0,4969.0,2.2,2.6
The Dictator,27.0,7384.0,2.8,3.1
À Jamais,18.0,88.0,3.1,1.9
Carrie au bal du diable,6.0,4878.0,4.3,3.6
Dracula Untold,10.0,4890.0,2.2,3.3
Gibraltar,16.0,1479.0,2.8,3.2
Joséphine s'arrondit,10.0,2396.0,3.2,3.4
Le Procès du siècle,10.0,668.0,3.1,3.3
Les Profs,5.0,10755.0,2.2,2.7
Slevin,19.0,10974.0,2.9,3.9
Camping,27.0,190387.0,2.3,2.5
De rouille et d'os,23.0,11369.0,4.3,3.9
Knock Knock,22.0,1668.0,2.4,2.0
La Tête haute,21.0,3750.0,3.9,4.1
Le Temps d'un automne,8.0,3551.0,2.3,4.0
Lost in Translation,20.0,21683.0,4.4,3.8
Taken 3,9.0,6387.0,2.3,3.0
Cars,25.0,18192.0,4.0,3.7
Genius,17.0,484.0,2.9,3.5
Happiness Therapy,24.0,15325.0,3.5,3.9
No Pain No Gain,23.0,7225.0,3.1,3.3
20th Century Women,25.0,404.0,3.6,3.7
7h58 ce samedi-là,20.0,2589.0,3.8,3.3
American Gangster,25.0,16614.0,3.9,4.1
Boruto : Naruto- le film,4.0,366.0,3.0,4.3
Dogs,24.0,110.0,3.3,3.1
Terminator Genisys,28.0,7703.0,2.4,3.3
Troie,10.0,32749.0,2.9,3.6
Blue Valentine,18.0,3401.0,3.6,3.8
Enfant 44,5.0,1671.0,2.4,3.3
Harry Potter et les reliques de la mort - partie 1,20.0,30394.0,3.2,4.0
Invisible,10.0,1044.0,1.9,2.9
N.W.A - Straight Outta Compton,19.0,3012.0,3.2,4.3
Saw 6,9.0,3157.0,2.3,2.8
Blow,16.0,7045.0,2.9,3.9
Boulevard de la mort - un film Grindhouse,28.0,19636.0,3.4,3.6
Devil Inside,8.0,1943.0,2.1,1.6
Idiocracy,7.0,2274.0,3.3,2.7
La Piscine,2.0,1271.0,4.5,3.4
Le Jour d'après,15.0,30699.0,2.7,3.3
Le Secret de Brokeback Mountain,29.0,22877.0,4.4,3.9
Little Miss Sunshine,20.0,37043.0,4.3,4.1
Pan,22.0,2486.0,2.8,3.1
Saw 2,23.0,14852.0,2.8,2.8
Corporate,28.0,1021.0,3.4,3.9
Dirty Papy,11.0,1589.0,1.6,2.7
Kick-Ass,26.0,29596.0,3.5,4.0
Les Autres,13.0,24792.0,4.5,3.9
2012,22.0,25873.0,3.5,2.5
Adèle Blanc-Sec,25.0,8658.0,2.8,2.5
Amour & turbulences,17.0,2815.0,2.8,3.3
Argo,27.0,16007.0,3.7,4.2
Capitaine Phillips,21.0,7786.0,3.5,4.2
Chair de Poule - Le film,14.0,1614.0,2.9,3.1
Comme les 5 doigts de la main,12.0,1561.0,1.8,2.8
Homefront,11.0,4796.0,2.5,3.7
L'Odyssée de Pi,28.0,10527.0,3.6,4.1
La Belle et La Bête,27.0,6692.0,3.1,3.1
La Colline a des yeux,24.0,14261.0,3.9,3.3
La vie est un long fleuve tranquille,5.0,11249.0,4.4,3.6
Le Coût de la Vie,17.0,867.0,3.4,2.0
Lord of War,27.0,45618.0,3.7,4.2
Taxi Driver,8.0,20580.0,4.8,4.3
The Game,4.0,16963.0,3.5,4.0
Haute tension,12.0,4676.0,2.8,3.3
Hors de contrôle,20.0,2307.0,2.3,2.4
Le Monde de Narnia : Chapitre 1 - Le lion- la sorcière blanche et l'armoire magique,18.0,28884.0,3.5,3.2
Les Aventures de Tintin : Le Secret de la Licorne,30.0,18632.0,3.5,3.6
Les Choristes,12.0,35536.0,3.6,3.6
Norbit,8.0,1328.0,1.8,1.8
Phénomènes,18.0,12798.0,2.5,2.1
Ave- César!,28.0,3765.0,3.6,2.6
Karaté Kid,7.0,6099.0,3.1,3.6
Les Egarés,15.0,890.0,3.5,2.8
21 Jump Street,15.0,6746.0,2.7,3.6
8 Mile,21.0,11152.0,3.8,3.5
Baccalauréat,33.0,500.0,3.9,3.5
Célibataire- mode d'emploi,8.0,1901.0,2.4,3.2
Iron Man 3,19.0,24687.0,3.2,4.0
Le Vent se lève,26.0,4826.0,4.2,4.1
Les Enfants de la chance,8.0,159.0,3.1,3.4
1984,5.0,1054.0,3.2,3.0
Destination Finale 5,14.0,4326.0,2.9,3.2
Jours de France,18.0,114.0,3.6,3.2
La Vallée des loups,13.0,223.0,3.6,4.3
Nymphomaniac - Volume 2,24.0,1606.0,2.8,3.2
The Mortal Instruments : La Cité des ténèbres,11.0,3972.0,1.8,3.5
Fast & Furious 6,4.0,11705.0,3.0,4.1
L'Ecume des jours,34.0,4430.0,3.0,2.6
La Nuit des morts-vivants,4.0,3109.0,4.8,3.7
Perfect Mothers,22.0,2482.0,3.1,3.4
The Secret,19.0,4702.0,2.6,3.0
Totally Spies ! Le film,9.0,193.0,2.7,2.4
Un Profil Pour Deux,20.0,379.0,3.0,3.5
Chambre 1408,17.0,6041.0,2.6,2.9
Cherchez Hortense,24.0,1280.0,3.5,2.9
After Earth,13.0,10346.0,2.4,2.3
Braveheart,5.0,29438.0,2.6,4.2
Bronson,16.0,4278.0,4.1,3.4
La Stratégie Ender,11.0,5708.0,2.5,3.5
Le Nombre 23,21.0,9616.0,1.9,2.9
Sucker Punch,18.0,13245.0,3.0,3.3
The Lunchbox,23.0,2673.0,3.9,4.0
Dark Shadows,27.0,16577.0,3.5,3.4
Dracula,5.0,14737.0,4.2,4.0
Florence Foster Jenkins,22.0,682.0,3.5,3.7
Iron Man,24.0,41619.0,3.4,4.0
Les Enfants Loups- Ame & Yuki,22.0,3724.0,4.1,4.5
Pitch Perfect 2,16.0,1861.0,2.5,3.7
Alice au Pays des Merveilles,31.0,33037.0,3.5,3.3
Blood Diamond,26.0,32619.0,3.5,4.1
Frontière(s),12.0,2778.0,2.1,2.3
Hardcore Henry,12.0,1305.0,2.1,3.2
Holy Motors,30.0,2623.0,4.3,2.9
Independence Day,5.0,23500.0,2.4,3.2
L'Orphelinat,22.0,5992.0,3.4,3.7
Le Tombeau des lucioles,5.0,15046.0,4.0,4.4
Le Transporteur,13.0,14900.0,2.9,2.9
Minority Report,27.0,37265.0,4.4,4.0
Saw 3,16.0,11756.0,1.8,2.5
Sheitan,23.0,4927.0,2.7,2.3
Tais-toi !,11.0,9780.0,2.8,2.8
The Island,20.0,28563.0,2.9,3.7
Thor : Le Monde des ténèbres,18.0,15367.0,2.8,3.7
9 mois ferme,26.0,9366.0,4.1,3.6
Cézanne et moi,28.0,832.0,2.4,2.9
Dans les forêts de Sibérie,24.0,1100.0,3.4,4.0
Heidi,15.0,480.0,3.3,4.2
Need for Speed,6.0,4153.0,2.7,3.5
There Will Be Blood,27.0,11127.0,4.6,4.0
Un traître idéal,13.0,631.0,2.7,2.8
Dheepan,32.0,2923.0,3.6,3.7
Hannibal,22.0,12016.0,3.3,3.4
Inside Man - l'homme de l'intérieur,28.0,18607.0,3.8,3.9
L'Antidote,18.0,2033.0,2.9,1.7
Le Pianiste,23.0,31392.0,4.1,4.3
Les Innocentes,24.0,1554.0,3.8,4.0
Nos pires voisins 2,17.0,2093.0,2.5,2.6
Pourquoi j'ai pas mangé mon père,28.0,3606.0,3.1,2.3
The Raid,20.0,4867.0,3.7,3.8
This is not a love story,8.0,953.0,3.8,4.2
Wolverine : le combat de l'immortel,19.0,13550.0,2.5,3.3
A vif,17.0,2126.0,1.8,3.3
Collision,26.0,13021.0,3.8,4.0
L'Echange,27.0,15314.0,4.1,4.2
La Taupe,27.0,4433.0,4.0,2.9
Le Tout Nouveau Testament,33.0,3970.0,3.2,2.5
LAffaire SK1,24.0,3471.0,3.8,3.9
Nikita,5.0,135705.0,2.8,3.5
Tout ce qui brille,21.0,7733.0,3.8,3.2
Cartel,23.0,4687.0,2.4,1.7
Déjà Vu,23.0,12810.0,2.8,3.4
Dérive mortelle,13.0,1050.0,2.0,2.2
L'Enfance d'Ivan,5.0,278.0,3.0,4.2
Le Cercle des poètes disparus,5.0,32537.0,4.0,4.2
Le Client,34.0,818.0,3.4,3.9
Les Promesses de l'ombre,26.0,12331.0,4.2,4.0
Only God Forgives,18.0,7847.0,3.4,2.3
Ponyo sur la falaise,26.0,5394.0,4.3,4.1
Rosalie Blum,24.0,2025.0,3.6,3.8
The Spectacular Now,20.0,1507.0,3.2,3.8
Virgin suicides,26.0,21159.0,4.3,3.9
Black,5.0,184.0,3.2,3.8
Jurassic Park,9.0,43479.0,3.4,4.2
Minuit à Paris,20.0,10606.0,4.2,3.8
Polina- Danser Sa Vie,24.0,492.0,3.0,4.0
Raiponce,24.0,13762.0,3.8,4.3
Suite Française,25.0,1451.0,2.4,3.9
Boudu,24.0,2073.0,2.5,1.6
Evasion,9.0,4919.0,1.6,3.6
G.I. Joe : Conspiration,11.0,5811.0,2.5,2.7
Gangs of New York,25.0,25593.0,4.4,3.9
High-Rise,22.0,593.0,2.6,2.2
L'Homme irrationnel,34.0,4168.0,3.7,3.6
La Communauté,21.0,232.0,2.7,3.4
La Fine équipe,9.0,180.0,3.2,3.1
Les Malheurs de Sophie,29.0,868.0,3.4,2.1
Ocean's Eleven,16.0,45904.0,4.1,4.0
Sailor et Lula,1.0,4497.0,4.0,3.7
Sexe intentions,13.0,12401.0,3.0,3.3
Super 8,23.0,17141.0,3.8,3.6
[REC],28.0,15527.0,3.7,3.5
La Momie,14.0,21108.0,3.1,3.3
Nocturama,30.0,665.0,3.4,2.8
Pom le poulain,8.0,62.0,2.5,2.9
Pride,19.0,3112.0,3.7,4.3
Rain Man,5.0,28561.0,3.6,4.2
Ratatouille,23.0,49858.0,4.5,4.3
The Social Network,27.0,23014.0,4.4,4.0
Anges et démons,19.0,10642.0,2.4,3.2
Citoyen d'honneur,21.0,212.0,3.8,3.9
La Cité de la peur,5.0,31808.0,3.4,4.0
Les opportunistes,16.0,366.0,3.1,3.5
